,Datetime,Tweet Id,Text,Username
116,2020-03-22 06:10:17+00:00,1241608118053699585,"The silence, at 11:30 am is almost haunting.
On an otherwise busy street full of cars honking, people rushing.....

Dead silence.

#JanataCurfew 

Daag achhe hain.
Curfews achhe hain.

#GoCorona #CoronaGo #CoronaVirusIndia #COVID19 #CoronaVirus https://t.co/WjDa7mKfX6",ScarfaceVarun
117,2020-03-21 14:51:18+00:00,1241376846475939843,If leaders put curfews &amp; quarantines they should walk th talk. @rashtrapatibhvn had a breakfast 4 a LARGE gathering on 18th march including #MaryKom who had returned from JORDAN just 5 days prior &amp; was 2 have 2 week quarantine.    Is that responsible or irresponsible leadership? https://t.co/jEJbQQv5Mq,poojabeditweets
118,2020-03-21 12:40:05+00:00,1241343825353691138,"@narendramodi just a suggestion 
1. Tomorrow please see if we have anything interesting on tv , out of box program, say you doing calls randomly to citizens to check whether they are participating in curfews. 
2. May a joint call with CMs of different states telecasting live 1/n",akshayphatak1
119,2020-03-21 06:51:17+00:00,1241256045470568448,"To those who are complaining about the quarantine period and curfews, Just remember that your grandparents were called to war ; you are being called to sit on the coach and watch Netflix &amp; chill . You can do this .  #JantaCurfew #coronavirus #CoronaStopKaroNa #sofiyanahmed",sofiyan_ahmed_
120,2020-03-19 15:51:46+00:00,1240667289399115777,@narendramodi Thank you Hon. PM. Next week request to please order few more Janta curfews for few more days. https://t.co/srH3PfzqWW https://t.co/c2TwgzkAgd,SrivathsaAlva
121,2020-03-19 15:33:57+00:00,1240662805646200833,Glad that the PM acknowledged  #coronaVirus as a grave crisis but this is not the time 4 trial self-imposed voluntary curfews. Reducing panic is important but so is each passing second. Wish there was more positive firm action &amp; direction. We need that right now. #COVID2019india,smritikiran
122,2020-03-19 15:23:22+00:00,1240660138844880896,"Janta Curfews and Self Quarantine times are the best time for self care and hence I am trying something very different for my face this time..
I am using prolixrmen detoxifying Sea Algae face mask which contains… https://t.co/8fJNyDaYvW",HarsshBhagtaani
123,2020-03-19 14:54:55+00:00,1240652980732473344,"A great call out by @narendramodi .

Usually we should avoid curfews, but Let's pledge to participate in the #JantaCurfew on Sunday 22 March and safeguard everyone around us from #coronavirus.

@aparanjape https://t.co/kQVeFFJJYY",rathireetesh
124,2020-02-25 11:37:34+00:00,1232268394159689728,"Rationed supplies arriving in vans, curfews, black sheeted windows. I have seen this once to know what it feels like. I was 7 yrs old then. In 25 years, nothing has changed. Nothing! The hatred is still there. And it's that easy to fuel a riot!",radzzzzster
125,2020-01-28 13:13:15+00:00,1222145612918882304,Someone teach him about Marshall McLuhan please and his theory about the world being a ‘global village’ - @fayedsouza this was a Canadian in the 60s and we have an Indian directing us towards commerce curfews and walling off the outside world in 2020! https://t.co/XscGl6hpgk,triptikedia
126,2020-01-06 17:29:28+00:00,1214237560186126336,"@AnupamPKher This ‘Free Kashmir’doesn’t necessarily mean Independent/separate Kashmir. 
It means freedom from the internet shutdown,lockdown, the curfews, the policing. If you think Kashmir is free, try living there.",Pratiekmukund
127,2020-01-06 17:24:06+00:00,1214236209624444928,"@rajuparulekar Exactly, It means freedom from the internet shutdown,lockdown, the curfews, the policing.  #GodiMedia #JNUViolence",Pratiekmukund
128,2020-01-02 17:34:00+00:00,1212789149599551488,"(2/3) saffron terrorism. Shame on you @myogiadityanath! There is an epidemic of hatred spreading in the country. A war on democracy and citizens of India. In Kashmir, even during curfews, local &amp; state officials upheld the Sikh rights to religious liberty. But in @myogiadityanath https://t.co/Y3sbhAxd7x",itskushalroy
